id,wav,duration,chunks,infer_ms,gt,npu,blank_ratio,gt_len,npu_len,edit_dist,cer
87,ko_test_0087.wav,11.99,5,1167.7,시간이 흐를수록 피고인 박씨에게 불리한 재판부의 판결이 이어지자 법정 안에 방청객으로 앉아 있던 피고인 박씨의 가족들 사이에서 불만의 소리가 터져 나왔다,시간이 흐를수록 피고인 박 씨에 불리한 재판부의 판결이 이어지자 법 국정 안에 방청객으로 앉아있던 피고인 박씨제 가족들 사이에서 불만의 소리가 터져 나왔다,75.9,65,65,3,4.62
88,ko_test_0088.wav,6.57,3,699.8,이를 위해 소프트뱅크로부터 십 억달러 투자를 유치하기도 했다,이를 위해 소프트뱅크로부터 십억 달러 투자를 유치하기도 했다  음,84.7,26,27,1,3.85
89,ko_test_0089.wav,6.88,3,700.5,거미와 그 거미가 만들어 내는 강철만큼이나 튼튼한 거미줄은 우연의 산물입니까,거미야 그 거미가 만들어내는 강철만큼 든튼한 거미줄은 우연의 산물 됩니까 음,80.7,33,32,6,18.18
90,ko_test_0090.wav,6.64,3,700.8,어느 정도 비계가 붙어있는 게 맛있는 부위인 걸 모르는 사람이 어디 있습니까,어느 정도 비계가 붙어 있는 게 맛있는 부위인 걸 모르는 사람이 어디 있을까 음,84.2,31,31,3,9.68
91,ko_test_0091.wav,5.78,3,700.9,이세우 전체적으로 두 분이 병원에 지금 입원하셨었는데요,이세호 전체적으로 두 분이 병 원에 지금 입원하셨었는데요  안,87.1,24,25,2,8.33
92,ko_test_0092.wav,10.04,4,933.9,배가 기울어지는 상황에서 김초원 선생님께서 나는 기간제니까 아이들을 구할 필요는 없어 이렇게 생각하지는 않았을 것 아니에요,애가 기울어지는 상황에서 김초원 선생님께서 나는 기간제니까 아이들을 구할 필요는 없어 이렇게 생각하지는 않았 을 거 아니에요응,81.9,53,54,3,5.66
93,ko_test_0093.wav,7.09,3,699.5,그러나 이번 작전 성공으로 그동안 실추된 명예를 어느 정도나마 회복한 셈이다,그러나 이번 작전 성공으로 그동동안 실추된 명예를 어느 정도나마 회복한 다,82.7,32,31,3,9.38
94,ko_test_0094.wav,10.91,5,1167.9,반면 여권이 좌편향의 표적으로 삼은 칠 종의 검정 한국사 검정교과서는 주체사상의 실체가 아닌 비판적 소개에 집중했다,반면 여권이 잡편황의 표적으로  삼은 실종의 검정 한국사 검정 교과서는 주체 사상의 실체가 아닌 비판적 소개에 집중했다  음,83.2,49,50,4,8.16
95,ko_test_0095.wav,8.39,4,934.6,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 것 같았다,그런데 이 노래는 좀 더 감동이 이 직게 묻어나면서 그 여자를 위한 환정  느낌을 살려야 될 것 같았다  음,83.0,39,40,5,12.82
96,ko_test_0096.wav,7.01,3,700.1,조사해봤지만 트럼프의 주장을 뒷받침할 만한 정보를 찾지 못했다는 것이다,조사해봤지만 트럼프의 주장 을 뒷받침할 만한 정보를 찾지 못했다는 것이다,82.7,31,31,0,0.0
97,ko_test_0097.wav,6.83,3,699.9,과거 이천 구 년 이천 십 삼 년 제도 변경때도 비슷한 패턴이 반복됐다,과거 이천 구 년 이천십 삼 년제도 변경 때도 비슷한 패턴이 반복 됐다응,81.2,27,28,1,3.7
98,ko_test_0098.wav,9.42,4,934.4,국내 경기가 여전히 침체된 상태에서 금리마저 올라가면 경기 회복 국면에 찬물을 끼얹을 수도 있다는 진단이다,국내 경기가 여전히 침체된 상 상태에서 금리마저 올라가면 경기 회복 국면에 찬물을 끼얹을 수도 있다는 진단 니다,79.2,45,46,2,4.44
99,ko_test_0099.wav,6.64,3,700.5,따라서 남편이 아내를 신체적으로 자주 학대한다면 피해자는 별거할 수 있다,따라서 남편이 아내를 신체적으로  자주 학대한다면 피해자는 별거할 수 오,83.2,31,30,2,6.45
