id,wav,duration,chunks,gt,npu,blank_ratio,gt_len,npu_len,edit_dist,cer
80,ko_test_0080.wav,6.08,3,유열씨는 일본 국적자로 분류되면서 군대를 가지 않았다,요⁇시는는 일본⁇⁇⁇ 불⁇되면서 군대 내일 일을 가지⁇⁇ 아.,89.1,23,19,16,69.57
81,ko_test_0081.wav,11.8,5,한 중견법조인은 성추행을 한 대학교수를 구속하면 그게 반 대학정서를 확산시키는 것이냐 고 반문하면서 사안을 있는 그대로 보면 된다,한 중⁇⁇조에 이한 성⁇ 그래⁇ 대학 교수를⁇⁇ 가면 그게⁇ 아 대학학정⁇를 확 좋 시키는 거시⁇ 반 나 사을 있는 곳으로 보면 나,86.9,55,43,29,52.73
82,ko_test_0082.wav,6.56,3,그리고 수사를 관련자를 마흔 여섯 명이나 불러서 조사를 했어요,⁇ 수⁇을 관련년⁇를 마흔⁇⁇⁇⁇ 불러서⁇⁇ 했습니다 아 아,88.6,26,17,17,65.38
83,ko_test_0083.wav,13.45,6,연구진은 남편의 경우 아내와 사이가 틀어진 후에도 충분한 수면시간이 확보된 경우라면 아내와의 결혼생활에 대해 낙관적인 자세를 유지하는 것으로 나타났다고 설명했다,연구구지는 남편⁇에 경우우 아⁇⁇ 트지는 거 에 얘. 너 충 한 수⁇ 시간이⁇ 확 보⁇⁇ 아면⁇와에 그런 생활 에 내에⁇⁇⁇  자를⁇ 난 거으로⁇타 놨⁇ 술 딱 아,85.2,70,49,47,67.14
84,ko_test_0084.wav,7.28,3,이 미사일을 실은 잠수함이 새벽에 동해로 기습 출격했다 다시 돌아갔습니다,이 이 아 일실은⁇ 서 아 미세⁇⁇ 기⁇⁇했⁇ 다시⁇ 아습니까.,88.1,31,18,20,64.52
85,ko_test_0085.wav,7.55,3,너 나 할 것 없이 업체들마다 매출 하락 폭이 예상보다 심각한 수준인 것으로 파악되고 있다,너는나⁇ 없이 없체⁇ 그⁇학 고에⁇상 뭐⁇한 수준준인 것⁇ 확 되고⁇ 응,87.1,36,23,25,69.44
86,ko_test_0086.wav,9.21,4,이에 대해 박 전 대통령 측은 헌재 결정을 안 받아들일 수가 있느냐면서 지나친 정치공세라는 입장을 보인다,이 에 내 박전도⁇양⁇⁇재 결정을은 아 받아들일 수가 있냐면 서 진아⁇ 정지 봉사세⁇는⁇을 뭐 나. 응,85.7,43,35,23,53.49
87,ko_test_0087.wav,11.99,5,시간이 흐를수록 피고인 박씨에게 불리한 재판부의 판결이 이어지자 법정 안에 방청객으로 앉아 있던 피고인 박씨의 가족들 사이에서 불만의 소리가 터져 나왔다,시간이⁇를수록⁇고인 박시 얘길  불리⁇지 ⁇부에 판⁇이 이어지⁇ 복 좀⁇ 방⁇개으로⁇어있⁇ 피고인 박⁇ 얘 이 가족⁇ 사이에서 불만 해소리가 같⁇ 나 나. 응,82.3,65,52,28,43.08
88,ko_test_0088.wav,6.57,3,이를 위해 소프트뱅크로부터 십 억달러 투자를 유치하기도 했다,일을을 위프트⁇크⁇ 더  박 배라 투⁇를 유치치 하 했다 어,89.6,26,20,18,69.23
89,ko_test_0089.wav,6.88,3,거미와 그 거미가 만들어 내는 강철만큼이나 튼튼한 거미줄은 우연의 산물입니까,거미⁇ 그 거미가 만 되는 강철 아 금  텐트나 거미질은 우⁇에 산물 그니까? 어,84.7,33,29,17,51.52
90,ko_test_0090.wav,6.64,3,어느 정도 비계가 붙어있는 게 맛있는 부위인 걸 모르는 사람이 어디 있습니까,어느 정도 비계가가 붙어 있는 있는 얘기게 그 난 무 인 걸 모르는 사람이 어디을까 으.,89.6,31,33,13,41.94
91,ko_test_0091.wav,5.78,3,이세우 전체적으로 두 분이 병원에 지금 입원하셨었는데요,이세요요. 안⁇⁇ 분이 이⁇ 아니. 지금 이 반⁇ 일는데 매요 어,89.6,24,20,17,70.83
92,ko_test_0092.wav,10.04,4,배가 기울어지는 상황에서 김초원 선생님께서 나는 기간제니까 아이들을 구할 필요는 없어 이렇게 생각하지는 않았을 것 아니에요,내가⁇울어지는는 상황에서 김 저원 선생님집⁇ 나는 기간간제니까 아이⁇ 구 아⁇는⁇ 이렇게⁇하진는⁇ 사을 거 아니. 응.,85.7,53,43,22,41.51
93,ko_test_0093.wav,7.09,3,그러나 이번 작전 성공으로 그동안 실추된 명예를 어느 정도나마 회복한 셈이다,그러나 이 원 작정은 성공으로 그 동안한실주⁇ 명회를 어느는 정도 아⁇복⁇니다. 그,85.6,32,31,15,46.88
94,ko_test_0094.wav,10.91,5,반면 여권이 좌편향의 표적으로 삼은 칠 종의 검정 한국사 검정교과서는 주체사상의 실체가 아닌 비판적 소개에 집중했다,반⁇ 어건 이⁇편하는에⁇⁇으로⁇은 실종⁇ 검정 한국 검정⁇과⁇은 주채⁇상에 싫체가 아. 립반⁇ 소에지⁇에⁇ 아,85.4,49,36,28,57.14
95,ko_test_0095.wav,8.39,4,그런데 이 노래는 좀 더 감동이 짙게 묻어나면서 그 여자를 위한 헌정의 느낌을 살려야 될 것 같았다,그런데 이 노래는 좀 더 감둥 이제 이제 게 ⁇놔면서 그 여자를 위⁇ 한정 이 느낌 아 살리 될 거 같⁇ 나 아.,85.7,39,37,14,35.9
96,ko_test_0096.wav,7.01,3,조사해봤지만 트럼프의 주장을 뒷받침할 만한 정보를 찾지 못했다는 것이다,⁇⁇⁇ 봤지만만 트⁇⁇에 주⁇ 아 니반지⁇ 맨날 저를 찾지 못⁇ 같⁇ 에,86.1,31,20,23,74.19
97,ko_test_0097.wav,6.83,3,과거 이천 구 년 이천 십 삼 년 제도 변경때도 비슷한 패턴이 반복됐다,봐어 이 천⁇ 년 이천 천 십⁇ 그냥⁇ 제도 병성 내도 비슷한데 배턴이 반복 에⁇. 응.,84.7,27,28,13,48.15
98,ko_test_0098.wav,9.42,4,국내 경기가 여전히 침체된 상태에서 금리마저 올라가면 경기 회복 국면에 찬물을 끼얹을 수도 있다는 진단이다,국내 내⁇기가 여전히 이 진짜⁇체 된⁇해서⁇ 니⁇저 올라가가면 경기⁇ 고민면 해 선물⁇물이을⁇어을 수도⁇는 진⁇⁇⁇. 그,82.3,45,40,25,55.56
99,ko_test_0099.wav,6.64,3,따라서 남편이 아내를 신체적으로 자주 학대한다면 피해자는 별거할 수 있다,⁇ 남편⁇이 아를 신질 몰라⁇ 학교도 안 되면면 피자⁇은 별거 할 수 아 응.,86.6,31,25,18,58.06
