id,dataset,gt,npu,duration,chunks,cer
29,007_results_5.76_top30_avg_53.38,예잠깐기다리세요,플레어정 잠깐 기다리세요,2.61,1,50.0
38,009_results_9.97_top30_avg_61.27,느그르케있지마라,너 그렇게  있지 말라,2.07,1,50.0
40,009_results_9.97_top30_avg_61.27,서부터천칠백오십까지,현원노 연서부터 천 칠백 오십까지 그,2.56,1,50.0
93,012_results_4.86_top30_avg_37.73,일이삼사오육칠입니다,일 이 삼 번 오치입니다 일네,1.4,1,50.0
94,012_results_4.86_top30_avg_37.73,사만삼천원입니다,저 저희 사만 뭐 삼천 원입니다,2.27,1,50.0
109,012_results_4.86_top30_avg_37.73,그러면벨트디자인이랑블라우스도디자인노카라제품으로변경할게요,그럼 배틀 지자인이랑 블라스 디자인 녹화  제품을등록할게 음,3.54,2,50.0
119,012_results_4.86_top30_avg_37.73,구매완료확정되면주는건가요이번포인트만받으면살게있어서요,분완료 확정되는 건가요 이건 포인트가 바르점 해지름 거요,4.71,2,50.0
121,7F_HJY_results_9.27_top30_avg_26.95,일일구불러줘,네데로 불러 줘,2.75,1,50.0
187,eval_clean_p_results_10.07_top30_avg_91.39,안정해줘,안정신 음,0.66,1,50.0
208,eval_clean_p_results_10.07_top30_avg_91.39,그렇죠네,그죠 네 음,0.92,1,50.0
213,eval_other_p_results_9.54_top30_avg_69.09,오월,오,0.48,1,50.0
233,eval_other_p_results_9.54_top30_avg_69.09,아니왜케경기수를왜케따져아까부터,아 왜 이렇게 경기 수를 왜 이렇게 따져 아까부터 둘,3.14,2,50.0
240,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,뭔데?해줘.,먼저 해줘,2.65,1,50.0
305,modelhouse_3m_results_15.72_top30_avg_26.55,살려줘도와줘비상,살려죠 좋아교 비상,2.65,1,50.0
313,modelhouse_3m_results_15.72_top30_avg_26.55,응닫아줘,은 잡아 줘,2.78,1,50.0
44,009_results_9.97_top30_avg_61.27,교육의목적이다이렇게이야기를합니다,저 이게 목적이다 이렇게 얘기 그,1.37,1,52.94
123,7F_HJY_results_9.27_top30_avg_26.95,국립중앙박물관가는길알려줘,우리행 중앙박물관단계 알려 줘 음,3.39,2,53.85
52,009_results_9.97_top30_avg_61.27,또질문있으면말씀하세요,또 질문 계신 말씀습니다,1.4,1,54.55
238,eval_other_p_results_9.54_top30_avg_69.09,어걘뭘로한대학원다닌대,걘 뭘로 한는데학원 다인데 음,1.21,1,54.55
128,7F_HJY_results_9.27_top30_avg_26.95,살려줘!도와줘비상,편레 좀록 도와줘 비상 음,3.64,2,55.56
234,eval_other_p_results_9.54_top30_avg_69.09,오일로나누면오분할,오일로 나 뭐 그날 음,1.15,1,55.56
157,7F_KSK_results_2.66_top30_avg_9.59,가스밸브잠궈줘,가스 밸브 잠 거죠따까,1.38,1,57.14
230,eval_other_p_results_9.54_top30_avg_69.09,걔이제오늘그거한다고가구,그지 오늘 거 간다고 가고 어,1.82,1,58.33
10,007_results_5.76_top30_avg_53.38,아신용카드세요네혹시,예 예세요 예 혹시,3.59,2,60.0
11,007_results_5.76_top30_avg_53.38,네그피디에프파일어안보내주시나,에 그 피프 파요 안 보내시잖아요,4.07,2,60.0
16,007_results_5.76_top30_avg_53.38,예금저삼만팔천원입금했어요금방,태콘도 삼만 탔천나 있긴 했어요 금방 방 안,3.29,2,60.0
28,007_results_5.76_top30_avg_53.38,어머니죄송합니다감사합니다좋은하루되세여,네 감사합니다 네 수루되세요,4.63,2,60.0
34,009_results_9.97_top30_avg_61.27,사랑이과악깃들인자유,사람이과 기들이다,2.36,1,60.0
86,010_results_10.76_top30_avg_88.25,예많이그저어수고한그수고로움이,예 많이 그 저 어,2.08,1,60.0
139,7F_HJY_results_9.27_top30_avg_26.95,알림음켜줘,달린 거 켜 줘,2.72,1,60.0
225,eval_other_p_results_9.54_top30_avg_69.09,미국으으응,미국 음,1.9,1,60.0
227,eval_other_p_results_9.54_top30_avg_69.09,커피쏟은애,커피소드네,0.96,1,60.0
72,010_results_10.76_top30_avg_88.25,흙같죠예흙이지요흙이면비오면무덤이죠,예 이 코로 비 오면우동이죠,4.91,2,61.11
88,010_results_10.76_top30_avg_88.25,아유아이고아이고오래간만에나오셨는데,아 예 아유 저기 아 오 과에 나오셨는데 한잔,3.98,2,61.11
33,009_results_9.97_top30_avg_61.27,머할라고갔습니까,뭐 할려 하십니까,1.97,1,62.5
159,7F_KSK_results_2.66_top30_avg_9.59,나가스밸브잠궜나?,나 가스 밸브 담갔나 꺼았어,2.26,1,62.5
1,007_results_5.76_top30_avg_53.38,네감사합니다,아 네네네 네 감사합니다,2.99,1,66.67
4,007_results_5.76_top30_avg_53.38,그럴까요이게,될까요 예 예,2.44,1,66.67
7,007_results_5.76_top30_avg_53.38,개인계좌시죠,개인 결자 네,2.31,1,66.67
14,007_results_5.76_top30_avg_53.38,그십오만원다사용하,그 시 다 사용할 거,2.3,1,66.67
31,009_results_9.97_top30_avg_61.27,무한한인간에게자유를줘라이거야,무한한 인간 기사일 줄 알,2.4,1,66.67
35,009_results_9.97_top30_avg_61.27,이거아시죠예,유명한 시죠,1.5,1,66.67
45,009_results_9.97_top30_avg_61.27,오등육등이아니야째째하게,고등력증이 아니었지 제약에,2.09,1,66.67
184,eval_clean_p_results_10.07_top30_avg_91.39,그니까,니까봐,0.39,1,66.67
189,eval_clean_p_results_10.07_top30_avg_91.39,으으음,응 음,0.91,1,66.67
192,eval_clean_p_results_10.07_top30_avg_91.39,서예대,서재,0.64,1,66.67
193,eval_clean_p_results_10.07_top30_avg_91.39,워크숍,모크스,0.71,1,66.67
199,eval_clean_p_results_10.07_top30_avg_91.39,그럼나아근데,건다 아 근데 아,1.38,1,66.67
220,eval_other_p_results_9.54_top30_avg_69.09,뽑는거,뽑는가 음,0.74,1,66.67
221,eval_other_p_results_9.54_top30_avg_69.09,뭐를짜,모를 자,1.0,1,66.67
224,eval_other_p_results_9.54_top30_avg_69.09,걔팔월,그 팔 월 아,0.82,1,66.67
235,eval_other_p_results_9.54_top30_avg_69.09,작년빼빼로데이때는,작년 백배로 돼 있든 음,1.4,1,66.67
53,009_results_9.97_top30_avg_61.27,그친구는정말농땡이거든요천잽니다,그친 정말 농땡이거든요 천재에요분은 천재입니다 저,4.53,2,68.75
18,007_results_5.76_top30_avg_53.38,그거좀해주시면안돼요특별히,토일이 해 주치 안돼요 어떻게지,2.88,1,69.23
82,010_results_10.76_top30_avg_88.25,선생님안에있습니까예,저 사판장이 한습니다 예,2.65,1,70.0
89,010_results_10.76_top30_avg_88.25,아놔두고갔어요,아 나도 가서요,2.57,1,71.43
15,007_results_5.76_top30_avg_53.38,그렇게는저희가예진행이어려워요,기행이 어려,4.22,2,73.33
85,010_results_10.76_top30_avg_88.25,안녕하세요어서오세요반갑습니다,안녕세요 여세 저어요 선생 어세 안녕,6.33,3,73.33
64,010_results_10.76_top30_avg_88.25,알았제어,따째 어,1.29,1,75.0
68,010_results_10.76_top30_avg_88.25,정말내성,내 성적,1.1,1,75.0
195,eval_clean_p_results_10.07_top30_avg_91.39,그러면한,한,0.39,1,75.0
205,eval_clean_p_results_10.07_top30_avg_91.39,너도맞네,또 좋았네,0.85,1,75.0
207,eval_clean_p_results_10.07_top30_avg_91.39,아안해본,아 한부터,0.63,1,75.0
214,eval_other_p_results_9.54_top30_avg_69.09,컴활이하,그 말이 아,1.21,1,75.0
314,modelhouse_3m_results_15.72_top30_avg_26.55,뭔데?해줘.,원델 해 줘 뭐,2.46,1,75.0
315,modelhouse_3m_results_15.72_top30_avg_26.55,응닫아줘,음 담아줘 따,2.3,1,75.0
36,009_results_9.97_top30_avg_61.27,저십구년입니다네대학간지는십구년됐구요네십구년됐구,저 십 구 년입니다 벌써 십 구 년 됐나요이고 대학한지는 십 구 년 됐고요 이십 년이군요 십년 됐고,8.03,4,76.0
12,007_results_5.76_top30_avg_53.38,그건종료되면이천이십,지금 경류금 오천이십 이,3.22,2,80.0
60,010_results_10.76_top30_avg_88.25,이런얘기까지들었어요,까지 있었어요 그래서,2.98,1,80.0
80,010_results_10.76_top30_avg_88.25,이리앉거라,이,1.37,1,80.0
200,eval_clean_p_results_10.07_top30_avg_91.39,콜로세움을,콜로스야말 음,0.75,1,80.0
203,eval_clean_p_results_10.07_top30_avg_91.39,응음갔는데,음 간대 음,1.83,1,80.0
319,modelhouse_3m_results_15.72_top30_avg_26.55,알림음켜줘,알리 방 사 줘 줘,1.85,1,80.0
74,010_results_10.76_top30_avg_88.25,선생님올때까지기다려라어그래간다,선블드 이 어 그,2.9,1,81.25
61,010_results_10.76_top30_avg_88.25,도룡룡알같애,도롱용갈게요,1.41,1,83.33
69,010_results_10.76_top30_avg_88.25,뭐어째야되노,뭐 신든,1.97,1,83.33
77,010_results_10.76_top30_avg_88.25,여자팔자는뒤웅박팔자라고,여자 발달은우 막잖아,2.44,1,83.33
78,010_results_10.76_top30_avg_88.25,다키우셨네요,그요,0.71,1,83.33
79,010_results_10.76_top30_avg_88.25,독거청년독거노인이아니라,청년,1.65,1,83.33
0,007_results_5.76_top30_avg_53.38,좋은하루되세요,요,2.3,1,85.71
23,007_results_5.76_top30_avg_53.38,캐시로결제하셨다보니까네네네,실수로 더 자하나 알결돼 음,3.13,2,85.71
87,010_results_10.76_top30_avg_88.25,제가생각하기에,저가석을둘,1.19,1,85.71
231,eval_other_p_results_9.54_top30_avg_69.09,오슬그롭모이자,오세으로룹 보이자 두,2.04,1,85.71
73,010_results_10.76_top30_avg_88.25,그게몇살때얘기죠,그렇죠 예 그게 어,1.48,1,87.5
2,007_results_5.76_top30_avg_53.38,엄마잠깐만기다려봐,근데잠풍기데우고  보,2.23,1,88.89
301,modelhouse_3m_results_15.72_top30_avg_26.55,지난공지사항알려줘,칠 월 오 일 언지 알려줘게 으,3.13,2,88.89
92,012_results_4.86_top30_avg_37.73,감사합니다다시주문할게요,간방에버 시 때 어줘,1.61,1,91.67
3,007_results_5.76_top30_avg_53.38,네네어머니,시내 내로 기,1.92,1,100.0
5,007_results_5.76_top30_avg_53.38,혹시나해서,엔신  알 줘,1.69,1,100.0
17,007_results_5.76_top30_avg_53.38,네거기교재구매버튼있었네요,맨곧 퀴즈 오늘 어떻게디지,2.67,1,100.0
30,009_results_9.97_top30_avg_61.27,흙매쌉턱,흑미썹 프,1.29,1,100.0
42,009_results_9.97_top30_avg_61.27,학생들에게,하석 얘기,1.07,1,100.0
65,010_results_10.76_top30_avg_88.25,아마시던약수,이맛트요,1.33,1,100.0
66,010_results_10.76_top30_avg_88.25,아이들좋아하겠고또,산 조회복 어 보,1.94,1,100.0
70,010_results_10.76_top30_avg_88.25,줄배,출,1.69,1,100.0
71,010_results_10.76_top30_avg_88.25,분명히,안지,0.59,1,100.0
76,010_results_10.76_top30_avg_88.25,영화보시면서울고,그 무지명,1.37,1,100.0
83,010_results_10.76_top30_avg_88.25,네황교수님,,0.75,1,100.0
84,010_results_10.76_top30_avg_88.25,역시보수적이시군요,네,1.46,1,100.0
90,012_results_4.86_top30_avg_37.73,지난번에는선생님없이진행했더니더힘들었나봐요,아 네,0.7,1,100.0
181,eval_clean_p_results_10.07_top30_avg_91.39,더즈,뭐지,1.55,1,100.0
185,eval_clean_p_results_10.07_top30_avg_91.39,내가언,이건 또,0.51,1,100.0
188,eval_clean_p_results_10.07_top30_avg_91.39,그언제,본지 음,0.58,1,100.0
190,eval_clean_p_results_10.07_top30_avg_91.39,응진짜,음자 그,0.98,1,100.0
194,eval_clean_p_results_10.07_top30_avg_91.39,어어어,응응 음,0.61,1,100.0
196,eval_clean_p_results_10.07_top30_avg_91.39,만약에,말게 음,0.65,1,100.0
197,eval_clean_p_results_10.07_top30_avg_91.39,일기,지,0.71,1,100.0
201,eval_clean_p_results_10.07_top30_avg_91.39,어못하겠어,다,1.32,1,100.0
206,eval_clean_p_results_10.07_top30_avg_91.39,안돼안돼,안 나한테야,0.62,1,100.0
211,eval_other_p_results_9.54_top30_avg_69.09,괜찮아그,그찮 말 그런 거,1.11,1,100.0
216,eval_other_p_results_9.54_top30_avg_69.09,수강신청,수고하시 쪽,0.86,1,100.0
226,eval_other_p_results_9.54_top30_avg_69.09,명절지나고,영주 친하고 음,0.87,1,100.0
54,009_results_9.97_top30_avg_61.27,아프리카아프니까젊으리,아프니까 아프니까 절망하지 마라 뭐 하여튼,4.07,2,109.09
50,009_results_9.97_top30_avg_61.27,하는생각을갖습니다,하는 생각을 갖습니다 그리고 거듭 말씀드리지만,3.47,2,122.22
210,eval_other_p_results_9.54_top30_avg_69.09,좀했네,좀 해놀래 음,0.82,1,133.33
24,007_results_5.76_top30_avg_53.38,네여보세요,영우게요 네 오세요 네,2.46,1,140.0
212,eval_other_p_results_9.54_top30_avg_69.09,치형,지염 음,0.96,1,150.0
271,modelhouse_2m_results_8.51_top30_avg_14.48,뭔데?해줘.,언제  해택해 줘리까,2.43,1,150.0
67,010_results_10.76_top30_avg_88.25,그런데머,하실 거 같애요 아,1.82,1,175.0
48,009_results_9.97_top30_avg_61.27,이거안됩니다이것이,이 감됩니다 이것이 거 거대한 낭비라고 생각합니다 대,4.04,2,177.78
81,010_results_10.76_top30_avg_88.25,바보같은환상요,광가 좀 한참요 아 국장이 맛있어,4.32,2,185.71
183,eval_clean_p_results_10.07_top30_avg_91.39,뭐멀,먹어볼까,0.52,1,200.0
75,010_results_10.76_top30_avg_88.25,근근이,은근히 말도지 모야 둘,3.15,2,266.67
